Entity,Code,Year,Median
Ghana,GHA,1988,1.90862357616424
Ghana,GHA,1991,1.69237852096557
Ghana,GHA,1998,2.20084810256958
Ghana,GHA,2005,2.46646976470947
Ghana,GHA,2012,3.51226711273193
Ghana,GHA,2016,3.72265148162841
Greece,GRC,1995,25.1278133392334
Greece,GRC,2000,29.0992755889892
Greece,GRC,2002,33.167251586914
Greece,GRC,2003,33.7005195617675
Greece,GRC,2004,35.0172691345214
Greece,GRC,2005,34.8489303588867
Greece,GRC,2006,35.2807846069335
Greece,GRC,2007,36.9189224243164
Greece,GRC,2008,37.3617057800293
Greece,GRC,2009,38.2050056457519
Greece,GRC,2010,33.2041625976562
Greece,GRC,2011,28.0516548156738
Greece,GRC,2012,24.046043395996
Greece,GRC,2013,22.6367435455322
Greece,GRC,2014,22.6204242706298
Greece,GRC,2015,22.9123859405517
Greece,GRC,2016,23.5217857360839
Greece,GRC,2017,23.9709129333496
Greece,GRC,2018,24.9144592285156
Greece,GRC,2019,26.7089900970459
Greece,GRC,2020,26.9260826110839
Greece,GRC,2021,28.681827545166
Greece,GRC,2022,27.8749256134033
Greece,GRC,2023,28.9118061065673
Guatemala,GTM,1986,3.20777344703674
Guatemala,GTM,1989,4.66223669052124
Guatemala,GTM,1998,8.97352218627929
Guatemala,GTM,2000,10.1610984802246
Guatemala,GTM,2006,10.5852336883544
Guatemala,GTM,2014,9.1625165939331
Guatemala,GTM,2023,8.73046016693115
Guinea,GIN,1991,1.12864518165588
Guinea,GIN,1994,3.84599757194519
Guinea,GIN,2002,2.98889708518981
Guinea,GIN,2007,3.29358911514282
Guinea,GIN,2012,4.66746044158935
Guinea,GIN,2018,5.65447998046875
Guinea-Bissau,GNB,1991,2.93539929389953
Guinea-Bissau,GNB,1993,2.82819604873657
Guinea-Bissau,GNB,2002,2.25800323486328
Guinea-Bissau,GNB,2010,1.75302135944366
Guinea-Bissau,GNB,2018,3.6729233264923
Guinea-Bissau,GNB,2021,3.44952130317688
Haiti,HTI,2001,1.53234839439392
Haiti,HTI,2012,1.91585195064544
Honduras,HND,1989,3.04069447517395
Honduras,HND,1990,2.87322115898132
Honduras,HND,1991,3.62489247322082
Honduras,HND,1992,3.94204878807067
Honduras,HND,1993,4.61399126052856
Honduras,HND,1994,4.53801250457763
Honduras,HND,1995,4.35631036758422
Honduras,HND,1996,4.08883714675903
Honduras,HND,1997,5.29762268066406
Honduras,HND,1998,5.18910980224609
Honduras,HND,1999,4.8981704711914
Honduras,HND,2001,6.37252187728881
Honduras,HND,2002,5.43436098098754
Honduras,HND,2003,4.78073740005493
Honduras,HND,2004,4.94768524169921
Honduras,HND,2005,5.29434823989868
Honduras,HND,2006,6.18168878555297
Honduras,HND,2007,6.67605066299438
Honduras,HND,2008,7.18282270431518
Honduras,HND,2009,7.72438144683837
Honduras,HND,2010,7.17228031158447
Honduras,HND,2011,7.18298625946044
Honduras,HND,2012,6.2801456451416
Honduras,HND,2013,6.70669984817504
Honduras,HND,2014,6.87627506256103
Honduras,HND,2015,6.90650844573974
Honduras,HND,2016,7.3395390510559
Honduras,HND,2017,7.23257827758789
Honduras,HND,2018,7.23206520080566
Honduras,HND,2019,7.50292158126831
Honduras,HND,2023,7.52232503890991
Honduras,HND,2024,8.35151481628418
Hungary,HUN,1987,20.3695602416992
Hungary,HUN,1989,9.27249240875244
Hungary,HUN,1991,17.1936435699462
Hungary,HUN,1993,13.8786602020263
Hungary,HUN,1994,14.8835735321044
Hungary,HUN,1999,13.8813772201538
Hungary,HUN,2004,17.0461368560791
Hungary,HUN,2005,17.9356327056884
Hungary,HUN,2006,18.6114654541015
Hungary,HUN,2007,18.216905593872
Hungary,HUN,2008,18.8145809173584
Hungary,HUN,2009,18.1605987548828
Hungary,HUN,2010,18.3340530395507
Hungary,HUN,2011,18.7107028961181
Hungary,HUN,2012,17.4713745117187
Hungary,HUN,2013,17.8120136260986
Hungary,HUN,2014,18.9265308380126
Hungary,HUN,2015,19.8990631103515
Hungary,HUN,2016,20.7903747558593
Hungary,HUN,2017,22.1389846801757
Iceland,ISL,2003,47.2062034606933
Iceland,ISL,2004,47.0060691833496
Iceland,ISL,2005,48.9742088317871
Iceland,ISL,2006,54.686107635498
Iceland,ISL,2007,58.4325218200683
Iceland,ISL,2008,59.4439353942871
Iceland,ISL,2009,52.5700950622558
Iceland,ISL,2010,48.4207916259765
Iceland,ISL,2011,48.4979362487793
Iceland,ISL,2012,48.9197273254394
Iceland,ISL,2013,50.4048690795898
Iceland,ISL,2014,52.1305389404296
Iceland,ISL,2015,55.9421806335449
Iceland,ISL,2016,59.9537658691406
Iceland,ISL,2017,63.928367614746
Iceland,ISL,2018,60.7703437805175
Iceland,ISL,2019,60.6326675415039
India,IND,1977,2.6904137134552
India,IND,1983,2.97172999382019
India,IND,1987,2.94344282150268
India,IND,1993,3.07805800437927
India,IND,2004,3.11120724678039
India,IND,2009,3.51202011108398
India,IND,2011,3.85636830329895
India,IND,2022,5.53649520874023
Indonesia,IDN,1984,1.60864448547363
Indonesia,IDN,1987,1.6395137310028
Indonesia,IDN,1990,1.98009860515594
Indonesia,IDN,1993,1.99110770225524
Indonesia,IDN,1996,2.312744140625
Indonesia,IDN,1998,1.80688083171844
Indonesia,IDN,1999,2.45427703857421
Indonesia,IDN,2000,2.4639184474945
Indonesia,IDN,2001,2.56569170951843
Indonesia,IDN,2002,3.09915971755981
Indonesia,IDN,2003,3.15483427047729
Indonesia,IDN,2004,3.15058183670043
Indonesia,IDN,2005,3.33468651771545
Indonesia,IDN,2006,3.12106561660766
Indonesia,IDN,2007,3.35649394989013
Indonesia,IDN,2008,3.49669122695922
Indonesia,IDN,2009,3.47993493080139
Indonesia,IDN,2010,3.77408027648925
Indonesia,IDN,2011,3.97374153137207
Indonesia,IDN,2012,4.20492267608642
Indonesia,IDN,2013,4.22304725646972
Indonesia,IDN,2014,4.36807107925415
Indonesia,IDN,2015,4.61120748519897
Indonesia,IDN,2016,5.02549648284912
Indonesia,IDN,2017,5.3755235671997
Indonesia,IDN,2018,5.68061161041259
Indonesia,IDN,2019,5.8168773651123
Indonesia,IDN,2020,5.95242309570312
Indonesia,IDN,2021,6.15093517303466
Indonesia,IDN,2022,6.06476831436157
Indonesia,IDN,2023,6.16797828674316
Indonesia,IDN,2024,6.33853483200073
Indonesia,IDN,2025,6.65595245361328
Iran,IRN,1986,5.78874969482421
Iran,IRN,1990,5.55965137481689
Iran,IRN,1994,6.41294431686401
Iran,IRN,1998,6.81138849258422
Iran,IRN,2005,10.4785213470458
Iran,IRN,2006,10.4778652191162
Iran,IRN,2009,10.8088493347167
Iran,IRN,2011,9.95498657226562
Iran,IRN,2012,10.0337343215942
Iran,IRN,2013,9.62719535827636
Iran,IRN,2014,9.29808902740478
Iran,IRN,2015,9.38822174072265
Iran,IRN,2016,9.39697742462158
Iran,IRN,2017,9.88432788848877
Iran,IRN,2018,9.39677619934082
Iran,IRN,2019,8.67693901062011
Iran,IRN,2020,8.51301574707031
Iran,IRN,2021,9.28743457794189
Iran,IRN,2022,9.79765701293945
Iran,IRN,2023,10.1860427856445
Iraq,IRQ,2006,9.91145896911621
Iraq,IRQ,2012,10.465516090393
Iraq,IRQ,2023,10.8890171051025
Ireland,IRL,1987,16.4291286468505
Ireland,IRL,1994,22.4175701141357
Ireland,IRL,1995,22.7352695465087
Ireland,IRL,1996,24.818302154541
Ireland,IRL,2000,32.6619834899902
Ireland,IRL,2002,36.3254928588867
Ireland,IRL,2003,37.0482940673828
Ireland,IRL,2004,38.0349655151367
Ireland,IRL,2005,38.9626235961914
Ireland,IRL,2006,42.7028427124023
Ireland,IRL,2007,42.12495803833
Ireland,IRL,2008,40.0665473937988
Ireland,IRL,2009,39.1312255859375
Ireland,IRL,2010,37.9977493286132
Ireland,IRL,2011,36.5376167297363
Ireland,IRL,2012,36.5179290771484
Ireland,IRL,2013,36.5798683166503
Ireland,IRL,2014,38.4144821166992
Ireland,IRL,2015,40.1879158020019
Ireland,IRL,2016,41.1962280273437
Ireland,IRL,2017,44.8404922485351
Ireland,IRL,2018,45.8137588500976
Ireland,IRL,2019,47.4069175720214
Ireland,IRL,2020,50.3976707458496
Ireland,IRL,2021,51.9169807434082
Ireland,IRL,2022,50.1004066467285
Ireland,IRL,2023,50.4867820739746
Israel,ISR,1979,17.4672718048095
Israel,ISR,1986,17.4155254364013
Israel,ISR,1992,20.8608436584472
Israel,ISR,1997,21.4606494903564
Israel,ISR,2001,24.153522491455
Israel,ISR,2002,21.8480968475341
Israel,ISR,2003,22.1663589477539
Israel,ISR,2004,23.0819911956787
Israel,ISR,2005,23.7233180999755
Israel,ISR,2006,24.6929550170898
Israel,ISR,2007,25.8836364746093
Israel,ISR,2008,26.2510242462158
Israel,ISR,2009,26.301097869873
Israel,ISR,2010,26.9191837310791
Israel,ISR,2011,26.9028358459472
Israel,ISR,2012,28.8838882446289
Israel,ISR,2013,30.3292789459228
Israel,ISR,2014,31.595230102539
Israel,ISR,2015,32.2640533447265
Israel,ISR,2016,33.2366981506347
Israel,ISR,2017,34.9515304565429
Israel,ISR,2018,36.1354827880859
Israel,ISR,2019,35.2581558227539
Israel,ISR,2020,34.8792037963867
Israel,ISR,2021,35.2843704223632
Israel,ISR,2022,37.4846534729003
Italy,ITA,1977,23.1302261352539
Italy,ITA,1978,25.4074840545654
Italy,ITA,1979,26.6430053710937
Italy,ITA,1980,27.5447959899902
Italy,ITA,1981,26.977741241455
Italy,ITA,1982,28.6909656524658
Italy,ITA,1983,28.8730812072753
Italy,ITA,1984,29.5896377563476
Italy,ITA,1986,28.1645965576171
Italy,ITA,1987,32.3552322387695
Italy,ITA,1989,35.534568786621
Italy,ITA,1991,35.6551055908203
Italy,ITA,1993,34.8979873657226
Italy,ITA,1995,33.9374771118164
Italy,ITA,1998,36.2797355651855
Italy,ITA,2000,37.3519821166992
Italy,ITA,2002,37.5904083251953
Italy,ITA,2003,45.6787490844726
Italy,ITA,2004,47.2553329467773
Italy,ITA,2005,47.0785675048828
Italy,ITA,2006,47.8371772766113
Italy,ITA,2007,48.8481521606445
Italy,ITA,2008,47.6207084655761
Italy,ITA,2009,48.1125450134277
Italy,ITA,2010,47.0234222412109
Italy,ITA,2011,46.0584869384765
Italy,ITA,2012,44.0242919921875
Italy,ITA,2013,43.7287826538085
Italy,ITA,2014,43.9375
Italy,ITA,2015,45.198917388916
Italy,ITA,2016,46.1918754577636
Italy,ITA,2017,46.4360809326171
Italy,ITA,2018,46.5994606018066
Italy,ITA,2019,48.8311882019043
Italy,ITA,2020,47.9282455444335
Italy,ITA,2021,49.6978302001953
Italy,ITA,2022,49.9364318847656
Italy,ITA,2023,48.7903861999511
Jamaica,JAM,1988,6.89806127548217
Jamaica,JAM,1990,6.41579675674438
Jamaica,JAM,1993,5.1269474029541
Jamaica,JAM,1996,7.13482666015625
Jamaica,JAM,1999,9.00775623321533
Jamaica,JAM,2002,8.91276836395263
Jamaica,JAM,2004,9.27801513671875
Jamaica,JAM,2018,14.0417518615722
Jamaica,JAM,2021,14.2937784194946
Japan,JPN,2008,41.7392578125
Japan,JPN,2009,40.9232063293457
Japan,JPN,2010,42.1477088928222
Japan,JPN,2011,39.7666931152343
Japan,JPN,2012,40.0558586120605
Japan,JPN,2013,40.3814544677734
Japan,JPN,2014,39.9172096252441
Japan,JPN,2015,41.2406616210937
Japan,JPN,2016,40.407054901123
Japan,JPN,2017,41.0310821533203
Japan,JPN,2018,40.1179389953613
Japan,JPN,2019,40.1753501892089
Japan,JPN,2020,42.1728057861328
Jordan,JOR,1986,13.6471500396728
Jordan,JOR,1992,9.55845165252685
Jordan,JOR,1997,9.22437953948974
Jordan,JOR,2002,10.6931047439575
Jordan,JOR,2006,12.2036018371582
Jordan,JOR,2008,12.3596467971801
Jordan,JOR,2010,13.7110738754272
Kazakhstan,KAZ,1993,5.7712059020996
Kazakhstan,KAZ,1996,5.79010438919067
Kazakhstan,KAZ,2001,5.09863471984863
Kazakhstan,KAZ,2002,5.38270139694213
Kazakhstan,KAZ,2003,5.89494323730468
Kazakhstan,KAZ,2004,6.3225131034851
Kazakhstan,KAZ,2005,6.29369115829467
Kazakhstan,KAZ,2006,7.72278785705566
Kazakhstan,KAZ,2007,9.01177501678466
Kazakhstan,KAZ,2008,9.03985691070556
Kazakhstan,KAZ,2009,9.03926467895507
Kazakhstan,KAZ,2010,9.58346366882324
Kazakhstan,KAZ,2011,11.4146270751953
Kazakhstan,KAZ,2012,11.6182985305786
Kazakhstan,KAZ,2013,12.2758350372314
Kazakhstan,KAZ,2014,11.9740018844604
Kazakhstan,KAZ,2015,11.3967370986938
Kazakhstan,KAZ,2016,10.5409898757934
Kazakhstan,KAZ,2017,11.2361936569213
Kazakhstan,KAZ,2018,11.8027572631835
Kazakhstan,KAZ,2019,11.7313776016235
Kazakhstan,KAZ,2020,11.8407049179077
Kazakhstan,KAZ,2021,12.2440023422241
Kenya,KEN,1992,4.5352988243103
Kenya,KEN,1994,4.15775108337402
Kenya,KEN,1997,4.15639734268188
Kenya,KEN,2005,3.3350510597229
Kenya,KEN,2015,3.74663996696472
Kenya,KEN,2020,3.24671745300292
Kenya,KEN,2021,3.15979719161987
Kenya,KEN,2022,3.21497845649719
Kiribati,KIR,2006,4.91477918624877
Kiribati,KIR,2019,5.88750696182251
Kiribati,KIR,2023,8.05118465423584
Kosovo,OWID_KOS,2017,8.39555072784423
Kosovo,OWID_KOS,2018,7.49035358428955
Kosovo,OWID_KOS,2019,10.1589021682739
Kosovo,OWID_KOS,2020,10.7130365371704
Kosovo,OWID_KOS,2021,8.79878139495849
Kosovo,OWID_KOS,2022,10.448184967041
Kyrgyzstan,KGZ,2000,2.39911866188049
Kyrgyzstan,KGZ,2001,2.58380889892578
Kyrgyzstan,KGZ,2002,2.63406515121459
Kyrgyzstan,KGZ,2003,2.8024616241455
Kyrgyzstan,KGZ,2004,3.86309051513671
Kyrgyzstan,KGZ,2005,3.56349325180053
Kyrgyzstan,KGZ,2006,4.37596368789672
Kyrgyzstan,KGZ,2007,4.45912981033325
Kyrgyzstan,KGZ,2008,5.26461553573608
Kyrgyzstan,KGZ,2009,5.31285572052001
Kyrgyzstan,KGZ,2010,5.12856149673461
Kyrgyzstan,KGZ,2011,5.19624757766723
Kyrgyzstan,KGZ,2012,5.06005573272705
Kyrgyzstan,KGZ,2013,4.8722710609436
Kyrgyzstan,KGZ,2014,5.15806627273559
Kyrgyzstan,KGZ,2015,4.95886325836181
Kyrgyzstan,KGZ,2016,5.16517972946167
Kyrgyzstan,KGZ,2017,5.19305610656738
Kyrgyzstan,KGZ,2018,5.51884126663208
Kyrgyzstan,KGZ,2019,5.68242788314819
Kyrgyzstan,KGZ,2020,5.28898906707763
Kyrgyzstan,KGZ,2021,5.73854780197143
Kyrgyzstan,KGZ,2022,5.87405061721801
Kyrgyzstan,KGZ,2023,6.33972072601318
Kyrgyzstan,KGZ,2024,6.85668039321899
Laos,LAO,1992,3.37067699432373
Laos,LAO,1997,2.58969616889953
Laos,LAO,2002,3.27959465980529
Laos,LAO,2007,3.59212231636047
Laos,LAO,2012,4.60013198852539
Laos,LAO,2018,5.25760984420776
Laos,LAO,2024,6.17050647735595
Latvia,LVA,1993,8.50032520294189
Latvia,LVA,1995,9.9531078338623
Latvia,LVA,1996,9.67962455749511
Latvia,LVA,2004,12.0649251937866
Latvia,LVA,2005,13.3140659332275
Latvia,LVA,2006,16.538984298706
Latvia,LVA,2007,21.5377216339111
Latvia,LVA,2008,21.3386478424072
Latvia,LVA,2009,17.8203220367431
Latvia,LVA,2010,17.6193389892578
Latvia,LVA,2011,17.1678638458251
Latvia,LVA,2012,17.7252006530761
Latvia,LVA,2013,19.1334228515625
Latvia,LVA,2014,21.1763038635253
Latvia,LVA,2015,23.0735073089599
Latvia,LVA,2016,24.3802890777587
Latvia,LVA,2017,26.2989673614501
Latvia,LVA,2018,28.3186016082763
Latvia,LVA,2019,29.6910362243652
Latvia,LVA,2020,31.4867343902587
Latvia,LVA,2021,33.9152183532714
Latvia,LVA,2022,31.6410446166992
Latvia,LVA,2023,32.9529342651367
Lebanon,LBN,2011,21.3647499084472
Lebanon,LBN,2022,8.18707275390625
Liberia,LBR,2007,2.57705068588256
Liberia,LBR,2014,3.97550773620605
Liberia,LBR,2016,3.87180018424987
Lithuania,LTU,1993,5.29718494415283
Lithuania,LTU,2004,12.7907314300537
Lithuania,LTU,2005,14.9919872283935
Lithuania,LTU,2006,18.5911903381347
Lithuania,LTU,2007,21.9611454010009
Lithuania,LTU,2008,23.5561828613281
Lithuania,LTU,2009,19.4622497558593
Lithuania,LTU,2010,18.8292217254638
Lithuania,LTU,2011,20.1138324737548
Lithuania,LTU,2012,20.7553176879882
Lithuania,LTU,2013,21.4816436767578
Lithuania,LTU,2014,22.8823299407959
Lithuania,LTU,2015,25.2616672515869
Lithuania,LTU,2016,27.0347080230712
Lithuania,LTU,2017,28.5738353729248
Lithuania,LTU,2018,31.2641220092773
Lithuania,LTU,2019,34.251220703125
Lithuania,LTU,2020,37.9623489379882
Lithuania,LTU,2021,38.9335174560546
Lithuania,LTU,2022,36.8263473510742
Lithuania,LTU,2023,37.5957069396972
Luxembourg,LUX,1985,43.3115425109863
Luxembourg,LUX,1986,47.592227935791
Luxembourg,LUX,1987,52.0910415649414
Luxembourg,LUX,1988,54.0755424499511
Luxembourg,LUX,1989,55.6477622985839
Luxembourg,LUX,1990,59.6171607971191
Luxembourg,LUX,1991,60.4604568481445
Luxembourg,LUX,1992,62.1598587036132
Luxembourg,LUX,1993,62.2382278442382
Luxembourg,LUX,1994,59.9835548400878
Luxembourg,LUX,1995,60.847312927246
Luxembourg,LUX,1996,60.9015808105468
Luxembourg,LUX,1997,61.6654357910156
Luxembourg,LUX,1998,63.130859375
Luxembourg,LUX,1999,66.2820587158203
Luxembourg,LUX,2000,65.1715469360351
Luxembourg,LUX,2001,66.2005767822265
Luxembourg,LUX,2002,69.7989349365234
Luxembourg,LUX,2003,70.0061492919921
Luxembourg,LUX,2004,72.2422332763671
Luxembourg,LUX,2005,74.5447006225586
Luxembourg,LUX,2006,73.1019821166992
Luxembourg,LUX,2007,74.2988815307617
Luxembourg,LUX,2008,71.6745223999023
Luxembourg,LUX,2009,74.5999908447265
Luxembourg,LUX,2010,72.9697189331054
Luxembourg,LUX,2011,71.3773727416992
Luxembourg,LUX,2012,69.3367462158203
Luxembourg,LUX,2013,71.7232131958007
Luxembourg,LUX,2014,72.7025756835937
Luxembourg,LUX,2015,66.9531097412109
Luxembourg,LUX,2016,73.0810089111328
Luxembourg,LUX,2017,71.2762145996093
Luxembourg,LUX,2018,74.6627502441406
Luxembourg,LUX,2019,75.081802368164
Luxembourg,LUX,2020,84.0295639038086
Luxembourg,LUX,2021,86.1215209960937
Luxembourg,LUX,2022,87.4691925048828
Luxembourg,LUX,2023,89.4851913452148
Madagascar,MDG,1980,2.37349939346313
Madagascar,MDG,1993,1.55085015296936
Madagascar,MDG,1997,1.65727341175079
Madagascar,MDG,1999,1.68019771575927
Madagascar,MDG,2001,2.60370564460754
Madagascar,MDG,2005,2.77613997459411
Madagascar,MDG,2010,2.33059740066528
Madagascar,MDG,2012,2.20445799827575
Madagascar,MDG,2021,2.23939442634582
Malawi,MWI,1997,2.34794044494628
Malawi,MWI,2004,1.9834486246109
Malawi,MWI,2010,1.8984887599945
Malawi,MWI,2016,2.06589698791503
Malawi,MWI,2019,1.92093133926391
Malaysia,MYS,1984,9.76144409179687
Malaysia,MYS,1987,9.5820140838623
Malaysia,MYS,1989,9.55372142791748
Malaysia,MYS,1992,10.339614868164
Malaysia,MYS,1995,10.6287651062011
Malaysia,MYS,1997,13.1014928817749
Malaysia,MYS,2003,12.7262525558471
Malaysia,MYS,2006,14.3145875930786
Malaysia,MYS,2008,14.8296575546264
Malaysia,MYS,2011,18.5732955932617
Malaysia,MYS,2013,21.9848098754882
Malaysia,MYS,2015,24.7098140716552
Malaysia,MYS,2018,27.6736164093017
Malaysia,MYS,2021,29.554759979248
Maldives,MDV,2002,4.81170749664306
Maldives,MDV,2009,6.44832420349121
Maldives,MDV,2016,15.5047521591186
Maldives,MDV,2019,15.0143671035766
Mali,MLI,1994,0.918124556541442
Mali,MLI,2001,2.05669665336608
Mali,MLI,2006,2.36853528022766
Mali,MLI,2009,2.42266654968261
Mali,MLI,2018,4.12962865829467
Mali,MLI,2021,3.66974163055419
Malta,MLT,2006,33.379711151123
Malta,MLT,2007,36.1400337219238
Malta,MLT,2008,36.6440963745117
Malta,MLT,2009,35.4673614501953
Malta,MLT,2010,36.5969924926757
Malta,MLT,2011,37.3257522583007
Malta,MLT,2012,38.31103515625
Malta,MLT,2013,40.5524635314941
Malta,MLT,2014,43.0376052856445
Malta,MLT,2015,42.6664161682128
Malta,MLT,2016,46.0759010314941
Malta,MLT,2017,46.4343910217285
Malta,MLT,2018,47.6662940979003
Malta,MLT,2019,49.323429107666
Malta,MLT,2020,51.9086418151855
Malta,MLT,2021,54.0424613952636
Malta,MLT,2022,53.5248298645019
Malta,MLT,2023,56.0288772583007
Mauritania,MRT,1987,2.95343804359436
Mauritania,MRT,1993,2.79108238220214
Mauritania,MRT,1995,4.06403732299804
Mauritania,MRT,2000,4.25031375885009
Mauritania,MRT,2004,4.22755527496337
Mauritania,MRT,2008,5.39473628997802
Mauritania,MRT,2014,6.08588933944702
Mauritania,MRT,2019,6.05978393554687
Mauritius,MUS,2006,10.8832988739013
Mauritius,MUS,2012,11.9101228713989
Mauritius,MUS,2017,13.5119571685791
Mexico,MEX,1984,6.69662904739379
Mexico,MEX,1989,6.86667394638061
Mexico,MEX,1992,7.5061297416687
Mexico,MEX,1994,7.75142765045166
Mexico,MEX,1996,5.80961656570434
Mexico,MEX,1998,6.31745338439941
Mexico,MEX,2000,7.3779125213623
Mexico,MEX,2002,7.7943730354309
Mexico,MEX,2004,8.24076652526855
Mexico,MEX,2005,8.5918607711792
Mexico,MEX,2006,9.00679969787597
Mexico,MEX,2008,9.10678672790527
Mexico,MEX,2010,8.95550918579101
Mexico,MEX,2012,9.29315757751464
Mexico,MEX,2014,8.83377170562744
Mexico,MEX,2016,10.3564586639404
Mexico,MEX,2018,10.8083553314208
Mexico,MEX,2020,10.6109752655029
Mexico,MEX,2022,12.4918889999389
Mexico,MEX,2024,14.2918071746826
Micronesia (country),FSM,2005,6.49154806137085
Micronesia (country),FSM,2013,4.66449403762817
Moldova,MDA,1997,5.1890754699707
Moldova,MDA,1998,4.11854696273803
Moldova,MDA,1999,3.31381320953369
Moldova,MDA,2000,3.43341565132141
Moldova,MDA,2001,3.97924971580505
Moldova,MDA,2002,5.09584712982177
Moldova,MDA,2003,6.03302288055419
Moldova,MDA,2004,6.04195356369018
Moldova,MDA,2005,5.36288928985595
Moldova,MDA,2006,9.29007530212402
Moldova,MDA,2007,10.6284866333007
Moldova,MDA,2008,10.2559347152709
Moldova,MDA,2009,10.5009231567382
Moldova,MDA,2010,10.7532520294189
Moldova,MDA,2011,11.222936630249
Moldova,MDA,2012,11.131028175354
Moldova,MDA,2013,11.96715259552
Moldova,MDA,2014,11.7416296005249
Moldova,MDA,2015,12.1773996353149
Moldova,MDA,2016,11.8069849014282
Moldova,MDA,2017,11.9465522766113
Moldova,MDA,2018,12.3448972702026
Moldova,MDA,2019,12.4870624542236
Moldova,MDA,2020,12.1156015396118
Moldova,MDA,2021,12.5980014801025
Moldova,MDA,2022,11.6395959854125
Moldova,MDA,2023,11.6480894088745
Mongolia,MNG,1995,4.87700605392456
Mongolia,MNG,1998,3.45559906959533
Mongolia,MNG,2002,5.11514091491699
Mongolia,MNG,2007,7.90932703018188
Mongolia,MNG,2010,8.09919261932373
Mongolia,MNG,2011,8.71819496154785
Mongolia,MNG,2012,10.1896295547485
Mongolia,MNG,2014,10.8335351943969
Mongolia,MNG,2016,8.97510719299316
Mongolia,MNG,2018,9.42803382873535
Mongolia,MNG,2022,12.0282621383667
Montenegro,MNE,2012,13.3752517700195
Montenegro,MNE,2013,13.6855010986328
Montenegro,MNE,2014,14.3466281890869
Montenegro,MNE,2015,14.4890556335449
Montenegro,MNE,2016,15.8785238265991
Montenegro,MNE,2017,16.22407913208
Montenegro,MNE,2018,15.9686317443847
Montenegro,MNE,2019,16.3927516937255
Montenegro,MNE,2020,16.0497570037841
Montenegro,MNE,2021,17.7781372070312
Morocco,MAR,1984,4.82566785812377
Morocco,MAR,1990,6.36229085922241
Morocco,MAR,1998,5.39102458953857
Morocco,MAR,2000,5.38382482528686
Morocco,MAR,2006,6.51492071151733
Morocco,MAR,2013,8.43462085723877
Mozambique,MOZ,1996,0.967228353023529
Mozambique,MOZ,2002,1.25773310661315
Mozambique,MOZ,2008,1.58887422084808
Mozambique,MOZ,2014,1.75701630115509
Mozambique,MOZ,2019,1.43924486637115
Mozambique,MOZ,2022,1.4781801700592
Namibia,NAM,1993,2.0789029598236
Namibia,NAM,2003,3.17206525802612
Namibia,NAM,2009,3.85402607917785
Namibia,NAM,2015,6.20539617538452
Nauru,NRU,2012,6.27219676971435
Nepal,NPL,1984,1.82421016693115
Nepal,NPL,1995,2.18376326560974
Nepal,NPL,2003,2.72530341148376
Nepal,NPL,2010,4.52976083755493
Nepal,NPL,2022,8.03238296508789
Netherlands,NLD,1983,34.6428718566894
Netherlands,NLD,1987,38.2606620788574
Netherlands,NLD,1990,44.9538917541503
Netherlands,NLD,1993,42.883804321289
Netherlands,NLD,1999,50.5957221984863
Netherlands,NLD,2004,51.2026481628418
Netherlands,NLD,2005,51.8163681030273
Netherlands,NLD,2006,54.0346870422363
Netherlands,NLD,2007,57.1245918273925
Netherlands,NLD,2008,57.5703582763671
Netherlands,NLD,2009,57.9548034667968
Netherlands,NLD,2010,57.3658485412597
Netherlands,NLD,2011,56.610122680664
Netherlands,NLD,2012,55.7244453430175
Netherlands,NLD,2013,54.2489280700683
Netherlands,NLD,2014,54.718017578125
Netherlands,NLD,2015,58.3227157592773
Netherlands,NLD,2016,60.8502044677734
Netherlands,NLD,2017,60.7391319274902
Netherlands,NLD,2018,61.5098457336425
Netherlands,NLD,2019,62.9448051452636
Netherlands,NLD,2020,68.0710525512695
Netherlands,NLD,2021,69.0861434936523
Nicaragua,NIC,1993,3.22975158691406
Nicaragua,NIC,1998,4.2107982635498
Nicaragua,NIC,2001,4.94544219970703
Nicaragua,NIC,2005,6.10686445236206
Nicaragua,NIC,2009,6.58936786651611
Nicaragua,NIC,2014,8.9005012512207
Niger,NER,1992,1.49860596656799
Niger,NER,1994,1.21606731414794
Niger,NER,2005,1.45413267612457
Niger,NER,2007,1.63707888126373
Niger,NER,2011,2.33250784873962
Niger,NER,2014,2.51079678535461
Niger,NER,2018,2.66086173057556
Niger,NER,2021,2.66158080101013
Nigeria,NGA,1985,2.94142317771911
Nigeria,NGA,1992,2.67052388191223
Nigeria,NGA,1996,2.34087967872619
Nigeria,NGA,2003,2.94037675857543
Nigeria,NGA,2010,3.62419271469116
Nigeria,NGA,2012,3.68951630592346
Nigeria,NGA,2015,3.80427694320678
Nigeria,NGA,2018,3.87894177436828
Nigeria,NGA,2022,3.38732481002807
North Macedonia,MKD,2009,9.47008037567138
North Macedonia,MKD,2010,10.1834173202514
North Macedonia,MKD,2011,10.1490688323974
North Macedonia,MKD,2012,10.5303688049316
North Macedonia,MKD,2013,10.5526809692382
North Macedonia,MKD,2014,11.4075689315795
North Macedonia,MKD,2015,11.9935913085937
North Macedonia,MKD,2016,13.0933103561401
North Macedonia,MKD,2017,13.8358707427978
North Macedonia,MKD,2018,14.282374382019
North Macedonia,MKD,2019,15.5196418762207
Norway,NOR,1979,28.8945655822753
Norway,NOR,1986,40.0251541137695
Norway,NOR,1991,42.2711715698242
